year,palette_id,palette_name,count,percentage
2019,026,Mouse Gray,202,9.577999051683262
2019,027,Ink Black,571,27.07444286391655
2019,031,Burnt Sienna,97,4.599336178283547
2019,033,Forest Green,1,0.0474158368895211
2019,034,Coral,5,0.2370791844476055
2019,037,Olive,1,0.0474158368895211
2019,038,Maroon,20,0.948316737790422
2020,001,Plum Mouse Gray,295,14.944275582573455
2020,002,Shrimp Brown,94,4.761904761904762
2020,003,Fukagawa Mouse Gray,57,2.8875379939209727
2020,004,Cherry Mouse Gray,151,7.649442755825735
2020,005,Indigo Mouse Gray,227,11.49949341438703
2020,006,Willow Mouse Gray,3,0.1519756838905775
2020,007,Nightingale Brown,121,6.12968591691996
2020,008,Seaweed Brown,33,1.6717325227963526
2020,009,Navy Blue,50,2.5329280648429586
2020,010,Crimson,20,1.0131712259371835
2020,011,Nightingale Green,23,1.165146909827761
2020,012,Siskin Brown,2,0.10131712259371833
2020,013,Celadon,2,0.10131712259371833
2020,014,Azuki Bean Red,9,0.45592705167173253
2020,015,Water Blue,1,0.05065856129685917
2020,016,Mustard,2,0.10131712259371833
2020,017,Peony Pink,3,0.1519756838905775
2020,021,Dayflower Blue,8,0.40526849037487334
2020,024,Crimson Red,6,0.303951367781155
2020,025,Purple,6,0.303951367781155
2020,026,Mouse Gray,198,10.030395136778116
2020,027,Ink Black,566,28.67274569402229
2020,030,Cherry Blossom Pink,3,0.1519756838905775
2020,031,Burnt Sienna,77,3.900709219858156
2020,033,Forest Green,1,0.05065856129685917
2020,034,Coral,1,0.05065856129685917
2020,035,Teal,1,0.05065856129685917
2020,036,Lavender,1,0.05065856129685917
2020,037,Olive,3,0.1519756838905775
2020,038,Maroon,8,0.40526849037487334
2020,040,Gold,2,0.10131712259371833
2021,001,Plum Mouse Gray,168,15.314494074749316
2021,002,Shrimp Brown,36,3.2816773017319965
2021,003,Fukagawa Mouse Gray,58,5.28714676390155
2021,004,Cherry Mouse Gray,105,9.571558796718323
2021,005,Indigo Mouse Gray,128,11.668185961713764
2021,006,Willow Mouse Gray,4,0.3646308113035551
2021,007,Nightingale Brown,58,5.28714676390155
2021,008,Seaweed Brown,43,3.919781221513218
2021,009,Navy Blue,39,3.555150410209663
2021,010,Crimson,9,0.8204193254329991
2021,011,Nightingale Green,8,0.7292616226071102
2021,012,Siskin Brown,3,0.27347310847766637
2021,013,Celadon,2,0.18231540565177756
2021,016,Mustard,2,0.18231540565177756
2021,017,Peony Pink,2,0.18231540565177756
2021,020,Peach,1,0.09115770282588878
2021,024,Crimson Red,1,0.09115770282588878
2021,025,Purple,1,0.09115770282588878
2021,026,Mouse Gray,123,11.21239744758432
2021,027,Ink Black,234,21.330902461257978
2021,028,Pale Blue-Green,1,0.09115770282588878
2021,030,Cherry Blossom Pink,1,0.09115770282588878
2021,031,Burnt Sienna,50,4.557885141294439
2021,033,Forest Green,1,0.09115770282588878
2021,034,Coral,1,0.09115770282588878
2021,035,Teal,1,0.09115770282588878
2021,036,Lavender,2,0.18231540565177756
2021,038,Maroon,10,0.9115770282588879
2021,040,Gold,5,0.45578851412944393
2022,001,Plum Mouse Gray,212,14.773519163763066
2022,002,Shrimp Brown,61,4.2508710801393725
2022,003,Fukagawa Mouse Gray,64,4.45993031358885
2022,004,Cherry Mouse Gray,102,7.10801393728223
2022,005,Indigo Mouse Gray,126,8.78048780487805
2022,006,Willow Mouse Gray,1,0.06968641114982578
2022,007,Nightingale Brown,106,7.386759581881533
2022,008,Seaweed Brown,30,2.0905923344947737
2022,009,Navy Blue,39,2.7177700348432055
2022,010,Crimson,12,0.8362369337979094
2022,011,Nightingale Green,16,1.1149825783972125
2022,012,Siskin Brown,3,0.20905923344947736
2022,014,Azuki Bean Red,5,0.34843205574912894
2022,017,Peony Pink,4,0.2787456445993031
2022,020,Peach,1,0.06968641114982578
2022,021,Dayflower Blue,2,0.13937282229965156
2022,023,Light Indigo,1,0.06968641114982578
2022,024,Crimson Red,8,0.5574912891986062
2022,025,Purple,3,0.20905923344947736
2022,026,Mouse Gray,161,11.21951219512195
2022,027,Ink Black,391,27.247386759581882
2022,030,Cherry Blossom Pink,2,0.13937282229965156
2022,031,Burnt Sienna,55,3.832752613240418
2022,032,Slate Blue,1,0.06968641114982578
2022,033,Forest Green,3,0.20905923344947736
2022,036,Lavender,2,0.13937282229965156
2022,037,Olive,2,0.13937282229965156
2022,038,Maroon,21,1.4634146341463414
2022,040,Gold,1,0.06968641114982578
2023,001,Plum Mouse Gray,205,16.4
2023,002,Shrimp Brown,49,3.92
2023,003,Fukagawa Mouse Gray,45,3.6
2023,004,Cherry Mouse Gray,74,5.92
2023,005,Indigo Mouse Gray,102,8.16
2023,006,Willow Mouse Gray,1,0.08
2023,007,Nightingale Brown,121,9.68
2023,008,Seaweed Brown,24,1.92
2023,009,Navy Blue,35,2.8
2023,010,Crimson,9,0.72
2023,011,Nightingale Green,8,0.64
2023,012,Siskin Brown,2,0.16
2023,013,Celadon,1,0.08
2023,014,Azuki Bean Red,2,0.16
2023,015,Water Blue,1,0.08
2023,016,Mustard,2,0.16
2023,017,Peony Pink,3,0.24
2023,019,Yamabuki Yellow,1,0.08
2023,020,Peach,1,0.08
2023,021,Dayflower Blue,2,0.16
2023,024,Crimson Red,2,0.16
2023,025,Purple,1,0.08
2023,026,Mouse Gray,115,9.2
2023,027,Ink Black,381,30.48
2023,030,Cherry Blossom Pink,3,0.24
2023,031,Burnt Sienna,41,3.28
2023,036,Lavender,6,0.48
2023,037,Olive,2,0.16
2023,038,Maroon,11,0.88
